Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
36.0,1,1,9.0,2,2,3,1.0,1,5.0,1,7.0,0,1,1,2.0,2,21842.0
25.0,1,1,25.0,2,2,3,4.0,0,3.0,0,2.0,0,4,1,1.0,1,21452.0
29.0,0,1,16.0,2,1,2,4.0,0,3.0,3,2.0,0,4,1,0.0,1,21623.0
45.0,1,1,12.0,2,2,2,3.0,3,5.0,0,5.0,1,3,0,0.0,3,28245.0
37.0,0,2,9.0,2,2,4,5.0,1,3.0,3,3.0,0,3,1,1.0,2,22564.0
36.0,0,1,9.0,2,1,4,4.0,1,5.0,1,4.0,0,4,1,3.0,2,23771.0
37.0,1,1,7.0,2,1,3,4.0,1,4.0,0,2.0,0,5,0,1.0,2,23906.0
48.0,1,1,16.0,2,1,4,4.0,0,3.0,2,6.0,0,3,1,1.0,1,20783.0
32.0,1,1,6.0,2,2,3,3.0,0,5.0,2,2.0,0,1,0,1.0,1,17956.0
32.0,0,1,17.0,3,1,3,4.0,3,3.0,1,6.0,0,1,1,2.0,3,29709.0
42.0,0,3,16.0,2,2,3,6.0,4,3.0,1,2.0,0,5,1,2.0,0,24829.0
42.0,0,1,25.0,3,2,2,2.0,0,3.0,1,7.0,1,3,1,1.0,1,17759.0
55.0,0,1,27.0,2,0,3,4.0,1,3.0,3,5.0,0,4,1,1.0,2,23547.0
48.0,1,3,35.0,3,1,3,3.0,3,3.0,0,4.0,0,4,0,0.0,3,27504.0
46.0,1,3,9.0,3,2,2,3.0,4,3.0,1,4.0,0,1,1,0.0,0,32126.0
