Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
32.0,1,3,16.0,3,2,2,3.0,1,3.0,2,2.0,0,4,0,1.0,2,20396.0
25.0,1,1,25.0,2,2,3,4.0,0,3.0,1,2.0,0,4,0,1.0,1,21452.0
59.0,0,1,22.0,2,2,3,4.0,4,3.0,1,4.0,1,1,1,1.0,0,32126.0
34.0,1,1,7.0,2,2,4,5.0,0,5.0,3,5.0,1,4,1,2.0,1,21477.0
23.0,1,1,16.0,1,2,2,1.0,0,3.0,1,3.0,0,1,1,0.0,1,17073.0
31.0,1,1,9.0,2,2,4,4.0,0,4.0,2,3.0,0,3,0,1.0,1,30594.0
32.0,1,1,31.0,3,0,4,5.0,1,5.0,3,3.0,0,5,1,1.0,2,25490.0
42.0,0,1,8.0,2,2,2,3.0,3,3.0,1,3.0,1,3,1,0.0,3,25124.0
39.0,1,3,16.0,3,2,4,5.0,0,4.0,0,2.0,0,4,0,1.0,1,21577.0
43.0,1,1,18.0,2,2,2,4.0,4,4.0,1,2.0,0,3,1,1.0,0,29336.0
44.0,1,1,8.0,2,1,3,1.0,0,3.0,1,2.0,0,4,1,2.0,1,17011.0
50.0,1,1,15.0,2,2,3,3.0,0,3.0,1,5.0,0,5,1,2.0,1,17380.0
26.0,1,1,31.0,2,2,2,5.0,0,3.0,2,2.0,0,1,0,0.0,1,17293.0
42.0,1,1,9.0,2,1,3,1.0,1,3.0,0,3.0,1,5,0,0.0,2,20231.0
38.0,1,1,8.0,3,2,3,3.0,0,3.0,0,7.0,1,4,0,0.0,1,18057.0
23.0,1,1,26.0,2,2,3,3.0,1,3.0,2,1.0,0,4,1,2.0,2,17272.0
47.0,0,1,6.0,3,1,3,3.0,3,4.0,1,1.0,0,5,0,0.0,3,26957.0
52.0,1,1,12.0,1,2,3,3.0,1,5.0,1,4.0,1,4,1,1.0,2,20577.0
33.0,0,3,22.0,2,1,2,3.0,1,3.0,1,2.0,1,1,0,0.0,2,20368.0
34.0,0,3,23.0,2,1,3,4.0,1,3.0,1,3.0,1,1,0,1.0,2,24046.0
46.0,1,3,10.0,3,1,2,4.0,2,4.0,0,3.0,0,5,1,0.0,4,32126.0
34.0,0,1,7.0,3,2,3,5.0,0,3.0,1,3.0,0,3,0,1.0,1,20686.0
37.0,1,1,12.0,2,1,3,5.0,0,5.0,1,2.0,1,1,1,2.0,1,22097.0
40.0,0,3,34.0,2,2,2,5.0,3,5.0,1,4.0,0,5,0,1.0,3,25932.0
45.0,1,2,10.0,2,1,2,5.0,3,3.0,1,5.0,0,1,1,1.0,3,24756.0
27.0,1,3,35.0,3,2,4,4.0,1,4.0,0,3.0,0,3,1,1.0,2,24950.0
51.0,1,1,14.0,2,2,2,4.0,3,4.0,1,6.0,0,3,1,1.0,3,27490.0
52.0,0,1,7.0,3,0,2,5.0,3,5.0,3,5.0,0,2,1,1.0,3,26162.0
28.0,1,1,13.0,3,1,4,5.0,0,3.0,1,2.0,0,2,1,2.0,1,20865.0
36.0,1,1,14.0,2,2,4,5.0,0,3.0,1,3.0,0,3,1,1.0,1,21368.0
49.0,1,3,14.0,1,2,2,4.0,4,4.0,1,7.0,0,4,1,1.0,0,28120.0
33.0,0,3,11.0,2,2,3,3.0,1,3.0,0,7.0,0,1,1,2.0,2,24998.0
42.0,0,1,9.0,2,0,4,5.0,1,3.0,3,4.0,1,1,0,1.0,2,25489.0
57.0,0,3,13.0,2,1,3,2.0,4,5.0,1,2.0,0,3,1,1.0,0,31890.0
39.0,0,1,17.0,3,2,4,4.0,0,3.0,1,2.0,0,5,0,1.0,1,21362.0
60.0,1,1,13.0,2,1,2,3.0,2,5.0,1,6.0,0,5,1,0.0,4,32126.0
60.0,1,3,7.0,1,2,4,4.0,3,3.0,1,5.0,1,1,1,1.0,3,30582.0
26.0,1,3,15.0,2,1,3,4.0,1,3.0,1,2.0,1,1,1,2.0,2,23585.0
33.0,1,1,9.0,1,2,3,5.0,1,5.0,2,6.0,0,4,0,2.0,2,20854.0
45.0,1,1,6.0,2,2,3,2.0,2,3.0,0,1.0,0,4,1,2.0,4,32126.0
28.0,1,3,15.0,3,1,3,4.0,1,4.0,1,3.0,0,1,0,2.0,2,24892.0
30.0,0,3,20.0,1,0,3,4.0,1,4.0,3,7.0,0,3,0,2.0,2,24443.0
25.0,0,3,31.0,3,2,3,4.0,0,3.0,1,2.0,0,4,1,2.0,1,21078.0
42.0,1,3,13.0,2,1,4,4.0,3,3.0,2,5.0,1,1,0,1.0,3,32126.0
23.0,0,1,23.0,3,2,4,3.0,0,3.0,1,3.0,1,3,0,1.0,1,21613.0
39.0,1,3,17.0,2,1,4,4.0,1,3.0,1,3.0,0,4,0,3.0,2,24021.0
31.0,0,1,9.0,3,1,3,4.0,0,3.0,2,2.0,0,4,1,1.0,1,21242.0
37.0,1,1,8.0,1,1,4,6.0,3,5.0,1,4.0,1,1,1,1.0,3,28930.0
38.0,0,1,17.0,3,2,4,4.0,3,3.0,1,7.0,0,3,0,3.0,3,28726.0
29.0,1,1,19.0,2,1,4,4.0,0,3.0,1,3.0,1,4,1,2.0,1,21193.0
35.0,1,1,33.0,2,2,2,3.0,1,3.0,1,3.0,0,5,0,1.0,2,21883.0
40.0,1,1,14.0,3,2,3,4.0,0,3.0,3,2.0,1,4,1,2.0,1,24094.0
43.0,0,1,28.0,3,1,3,4.0,1,3.0,1,4.0,0,1,0,1.0,2,23943.0
28.0,0,1,17.0,2,2,3,4.0,3,5.0,1,3.0,0,3,0,2.0,3,27471.0
38.0,1,1,32.0,3,1,3,5.0,1,3.0,1,2.0,0,3,0,2.0,2,24409.0
55.0,1,1,8.0,2,1,3,3.0,4,3.0,2,3.0,1,5,0,0.0,0,31659.0
28.0,1,1,15.0,3,1,3,3.0,0,3.0,1,6.0,0,3,0,0.0,1,17377.0
27.0,1,1,10.0,2,2,3,3.0,0,3.0,1,2.0,0,4,1,1.0,1,17517.0
33.0,0,1,12.0,1,2,4,4.0,0,4.0,3,4.0,0,3,1,2.0,1,21396.0
29.0,1,1,14.0,2,2,4,4.0,0,5.0,3,5.0,1,3,0,3.0,1,25352.0
38.0,0,1,35.0,2,1,2,3.0,1,3.0,2,2.0,0,3,1,0.0,2,17406.0
28.0,1,1,11.0,2,2,3,2.0,1,4.0,1,3.0,1,4,1,1.0,2,24820.0
61.0,0,3,35.0,3,1,4,5.0,3,5.0,1,6.0,0,1,1,1.0,3,28944.0
25.0,1,3,19.0,3,2,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17096.0
20.0,1,1,6.0,2,1,2,4.0,0,4.0,2,2.0,0,4,0,1.0,1,17836.0
24.0,1,1,16.0,3,2,3,4.0,0,5.0,0,3.0,0,3,0,2.0,1,21178.0
41.0,1,1,9.0,3,1,3,2.0,1,3.0,1,7.0,0,3,1,1.0,2,25055.0
40.0,1,3,8.0,2,1,3,3.0,2,3.0,1,1.0,0,3,1,0.0,4,32126.0
20.0,1,1,5.0,2,2,2,4.0,0,3.0,2,2.0,0,3,0,0.0,1,18033.0
38.0,1,3,17.0,2,1,3,5.0,1,3.0,1,4.0,1,4,1,2.0,2,25372.0
57.0,1,1,6.0,3,2,2,3.0,1,3.0,1,3.0,0,3,0,1.0,2,21755.0
28.0,1,1,23.0,1,1,3,4.0,0,4.0,0,2.0,0,2,1,1.0,1,21489.0
29.0,1,1,21.0,2,2,2,3.0,0,3.0,2,2.0,0,3,0,0.0,1,17340.0
51.0,1,1,7.0,3,2,3,5.0,0,3.0,0,4.0,0,3,0,1.0,1,22368.0
36.0,0,3,16.0,3,2,2,3.0,3,3.0,3,2.0,0,2,1,1.0,3,24980.0
51.0,0,3,19.0,3,0,4,4.0,3,3.0,3,6.0,0,5,0,1.0,3,27886.0
42.0,1,1,30.0,3,2,2,3.0,3,5.0,0,2.0,1,2,1,1.0,3,22406.0
35.0,0,3,9.0,3,1,4,4.0,0,3.0,0,7.0,0,5,1,3.0,1,20909.0
20.0,1,3,15.0,2,2,2,3.0,0,5.0,2,2.0,0,1,0,1.0,1,17728.0
43.0,1,3,7.0,2,2,3,4.0,1,3.0,0,3.0,0,3,1,1.0,2,23585.0
30.0,1,1,10.0,3,2,4,5.0,3,3.0,1,3.0,0,1,0,3.0,3,30613.0
42.0,1,1,21.0,2,2,3,4.0,0,3.0,1,6.0,0,4,1,2.0,1,21129.0
46.0,1,2,31.0,3,2,3,4.0,0,4.0,2,3.0,0,4,0,2.0,1,20855.0
41.0,1,2,25.0,2,2,3,2.0,0,5.0,1,2.0,0,1,1,2.0,1,21065.0
44.0,1,2,6.0,2,1,2,4.0,1,3.0,2,5.0,0,5,1,1.0,2,20985.0
35.0,1,1,14.0,2,2,4,4.0,1,3.0,1,3.0,0,3,0,1.0,2,21263.0
31.0,1,1,8.0,2,2,2,3.0,0,3.0,1,1.0,1,4,1,1.0,1,17695.0
31.0,1,1,9.0,2,2,3,5.0,1,3.0,0,3.0,0,4,1,1.0,2,22830.0
42.0,1,1,6.0,2,1,2,4.0,1,3.0,0,1.0,1,3,0,1.0,2,21062.0
23.0,1,1,12.0,2,2,3,1.0,0,5.0,0,2.0,1,3,1,2.0,1,16601.0
33.0,1,2,9.0,2,2,2,3.0,0,4.0,1,4.0,1,5,0,1.0,1,17277.0
56.0,1,1,30.0,2,2,3,3.0,0,3.0,2,2.0,0,3,0,0.0,1,17587.0
52.0,1,1,15.0,2,2,3,5.0,3,4.0,0,7.0,0,3,1,2.0,3,31168.0
41.0,1,1,15.0,2,2,3,3.0,0,5.0,0,3.0,0,2,0,2.0,1,17238.0
34.0,1,3,8.0,2,2,2,3.0,1,3.0,2,2.0,0,5,0,0.0,2,21274.0
23.0,1,1,7.0,2,2,3,5.0,1,3.0,0,7.0,0,2,1,1.0,2,23453.0
33.0,0,1,9.0,2,1,2,3.0,0,3.0,1,2.0,1,1,1,1.0,1,17909.0
47.0,1,3,17.0,3,1,4,5.0,3,3.0,0,4.0,1,2,1,2.0,3,27749.0
55.0,1,2,26.0,3,2,3,4.0,3,4.0,1,4.0,0,3,1,2.0,3,29403.0
39.0,1,2,7.0,2,2,3,2.0,0,3.0,1,3.0,0,4,1,1.0,1,21522.0
27.0,1,1,23.0,1,2,2,3.0,0,4.0,0,1.0,1,4,1,0.0,1,18058.0
38.0,1,3,13.0,3,1,2,1.0,1,5.0,1,2.0,1,3,1,1.0,2,20605.0
26.0,1,1,29.0,2,1,2,3.0,0,3.0,1,2.0,0,3,0,0.0,1,17886.0
56.0,0,3,12.0,2,1,2,2.0,4,5.0,0,1.0,0,3,1,0.0,0,28212.0
36.0,0,1,25.0,2,2,4,4.0,1,3.0,1,3.0,1,3,1,1.0,2,24367.0
34.0,1,3,6.0,3,2,2,3.0,3,3.0,3,2.0,0,5,1,0.0,3,24888.0
39.0,1,3,10.0,2,2,3,4.0,1,3.0,3,2.0,1,3,1,2.0,2,25539.0
29.0,1,1,15.0,2,1,3,5.0,0,4.0,2,3.0,0,4,0,2.0,1,20832.0
41.0,1,1,9.0,3,1,3,5.0,0,3.0,2,2.0,1,3,1,2.0,1,21020.0
32.0,1,3,6.0,2,2,2,5.0,1,4.0,3,7.0,0,3,0,1.0,2,21735.0
40.0,1,3,10.0,3,2,3,4.0,3,3.0,0,1.0,0,2,1,0.0,3,25855.0
19.0,1,1,10.0,2,2,3,4.0,0,3.0,2,3.0,0,4,0,1.0,1,20098.0
31.0,1,1,32.0,2,2,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17911.0
29.0,1,1,6.0,1,2,2,3.0,0,3.0,2,1.0,0,2,0,0.0,1,17058.0
39.0,0,1,10.0,2,2,3,4.0,0,3.0,1,5.0,0,3,1,1.0,1,21499.0
33.0,1,1,16.0,3,1,3,4.0,0,5.0,3,2.0,0,4,1,2.0,1,22878.0
34.0,0,1,8.0,2,2,2,4.0,1,3.0,1,2.0,0,4,0,1.0,2,24547.0
36.0,0,1,11.0,2,2,3,5.0,0,3.0,1,3.0,0,1,1,2.0,1,21054.0
34.0,0,3,32.0,3,1,3,4.0,1,3.0,0,3.0,0,3,0,2.0,2,23217.0
26.0,1,1,8.0,3,2,2,1.0,1,3.0,0,2.0,0,3,1,1.0,2,20472.0
29.0,0,1,6.0,2,2,3,5.0,0,3.0,1,2.0,0,2,1,0.0,1,17720.0
38.0,1,1,8.0,2,1,3,5.0,1,3.0,1,3.0,0,1,0,1.0,2,25152.0
35.0,1,3,24.0,3,2,3,3.0,1,5.0,1,1.0,0,3,0,0.0,2,17144.0
32.0,1,3,14.0,2,2,3,5.0,3,3.0,1,2.0,0,3,1,1.0,3,30235.0
30.0,1,1,8.0,2,1,2,5.0,1,3.0,2,3.0,0,1,1,0.0,2,21091.0
39.0,0,1,28.0,3,0,2,3.0,3,5.0,3,2.0,1,5,1,0.0,3,25880.0
26.0,1,3,26.0,3,2,3,5.0,0,4.0,1,3.0,1,1,0,2.0,1,21091.0
33.0,0,1,20.0,2,1,4,5.0,0,4.0,0,3.0,0,5,0,1.0,1,21421.0
35.0,1,1,17.0,2,2,3,4.0,0,4.0,1,3.0,0,2,1,1.0,1,20686.0
34.0,1,1,8.0,2,2,2,4.0,1,5.0,1,7.0,0,4,0,1.0,2,20957.0
36.0,1,1,9.0,2,1,2,3.0,0,3.0,1,6.0,0,1,0,1.0,1,17835.0
33.0,1,3,14.0,3,2,2,3.0,1,3.0,1,1.0,0,2,1,1.0,2,22104.0
59.0,1,1,8.0,2,1,3,4.0,4,3.0,2,4.0,1,5,1,0.0,0,28726.0
40.0,1,1,17.0,3,2,4,4.0,1,5.0,1,4.0,0,5,1,3.0,2,24055.0
50.0,1,1,13.0,3,1,2,4.0,2,3.0,1,6.0,1,4,1,1.0,4,32126.0
41.0,0,1,9.0,3,1,3,2.0,1,4.0,1,3.0,0,3,0,1.0,2,22922.0
45.0,0,1,31.0,3,2,3,6.0,0,3.0,3,4.0,0,3,0,2.0,1,22386.0
31.0,0,1,13.0,2,1,2,4.0,3,3.0,1,2.0,0,1,1,0.0,3,23943.0
29.0,1,3,26.0,3,2,2,3.0,1,3.0,1,3.0,0,2,1,1.0,2,21931.0
32.0,1,1,14.0,3,1,3,1.0,1,3.0,1,6.0,0,3,1,2.0,2,20175.0
48.0,1,1,10.0,2,2,2,3.0,3,3.0,3,2.0,0,5,1,1.0,3,22898.0
50.0,1,3,18.0,3,1,3,4.0,3,3.0,1,3.0,0,4,0,1.0,3,26332.0
45.0,1,1,17.0,2,2,3,4.0,1,3.0,1,4.0,1,3,0,2.0,2,25143.0
46.0,1,3,16.0,3,2,4,4.0,3,5.0,1,6.0,1,2,1,1.0,3,29439.0
32.0,1,1,6.0,2,2,3,3.0,1,4.0,0,2.0,0,3,0,0.0,2,21220.0
48.0,0,3,13.0,3,1,3,3.0,0,3.0,1,3.0,1,4,1,1.0,1,17655.0
50.0,0,1,15.0,2,2,4,5.0,1,4.0,1,3.0,0,1,0,1.0,2,23808.0
44.0,1,1,9.0,2,2,2,3.0,0,5.0,0,5.0,0,5,1,1.0,1,17362.0
35.0,1,1,33.0,3,1,2,4.0,0,5.0,2,2.0,0,4,1,1.0,1,17559.0
47.0,1,1,14.0,3,2,4,4.0,3,3.0,1,7.0,0,2,0,3.0,3,29523.0
58.0,1,1,29.0,3,1,3,3.0,3,3.0,0,2.0,0,3,1,0.0,3,25312.0
31.0,0,3,32.0,1,1,3,4.0,1,3.0,1,2.0,1,3,1,2.0,2,23414.0
38.0,0,3,16.0,3,2,4,4.0,3,4.0,1,3.0,0,2,1,1.0,3,27512.0
50.0,1,3,9.0,3,2,2,4.0,0,3.0,1,2.0,1,4,1,1.0,1,17683.0
48.0,1,1,10.0,2,2,3,4.0,3,3.0,3,1.0,0,5,1,0.0,3,25999.0
34.0,1,1,6.0,2,1,3,1.0,0,3.0,2,3.0,0,1,1,1.0,1,18280.0
46.0,1,3,8.0,3,1,3,3.0,4,5.0,0,1.0,0,2,1,0.0,0,32048.0
37.0,0,1,30.0,3,2,3,2.0,1,3.0,1,6.0,0,3,0,1.0,2,21249.0
38.0,1,1,6.0,2,1,2,2.0,1,3.0,3,1.0,0,2,1,1.0,2,22625.0
29.0,1,1,9.0,2,2,4,4.0,0,3.0,3,4.0,0,4,1,2.0,1,22163.0
39.0,1,1,25.0,3,2,3,6.0,1,3.0,1,5.0,1,5,0,2.0,2,24489.0
35.0,1,1,15.0,2,2,3,4.0,1,4.0,3,1.0,0,1,0,1.0,2,21540.0
25.0,1,1,24.0,2,1,4,4.0,0,4.0,1,3.0,0,1,1,3.0,1,20888.0
39.0,1,1,9.0,3,1,3,5.0,3,3.0,1,5.0,1,5,1,2.0,3,26434.0
33.0,0,1,12.0,2,2,1,3.0,1,3.0,1,4.0,0,5,1,0.0,2,22725.0
34.0,1,3,6.0,1,2,3,4.0,3,3.0,0,2.0,1,1,1,1.0,3,22083.0
41.0,1,3,17.0,1,1,3,5.0,1,4.0,1,2.0,0,5,1,1.0,2,25530.0
45.0,0,1,30.0,3,2,4,4.0,1,4.0,0,6.0,0,3,1,1.0,2,20720.0
39.0,1,2,8.0,2,1,2,4.0,1,3.0,0,1.0,0,3,0,0.0,2,20204.0
27.0,1,3,11.0,3,2,3,5.0,1,3.0,3,3.0,1,1,1,1.0,2,24506.0
48.0,1,3,9.0,2,1,4,5.0,0,3.0,3,3.0,1,2,1,1.0,1,21972.0
30.0,1,3,34.0,3,1,3,4.0,3,3.0,0,3.0,0,3,1,2.0,3,26317.0
41.0,1,3,12.0,2,1,3,3.0,3,3.0,2,4.0,1,1,0,0.0,3,28591.0
30.0,1,1,28.0,2,1,2,3.0,0,3.0,1,5.0,1,1,0,0.0,1,17132.0
39.0,1,3,10.0,2,2,4,4.0,3,3.0,1,2.0,0,1,1,2.0,3,29287.0
53.0,1,1,12.0,2,2,2,3.0,1,3.0,2,3.0,0,5,1,1.0,2,17450.0
41.0,1,3,6.0,2,1,3,3.0,1,3.0,2,1.0,1,4,0,2.0,2,20993.0
58.0,1,1,8.0,1,2,2,3.0,0,3.0,2,5.0,0,2,1,1.0,1,17479.0
43.0,1,1,9.0,3,2,4,5.0,0,4.0,1,6.0,0,1,1,3.0,1,23519.0
34.0,1,1,13.0,3,2,2,3.0,0,3.0,2,2.0,0,1,0,1.0,1,17972.0
29.0,1,1,35.0,2,2,3,5.0,1,3.0,1,1.0,0,5,1,2.0,2,21384.0
36.0,1,1,12.0,2,2,2,5.0,0,3.0,1,2.0,0,2,0,0.0,1,17741.0
35.0,1,1,7.0,2,2,3,5.0,0,3.0,0,3.0,1,2,0,1.0,1,22300.0
50.0,0,2,9.0,3,2,3,3.0,2,4.0,1,2.0,0,1,1,2.0,4,32126.0
28.0,0,1,6.0,2,1,2,5.0,1,3.0,0,1.0,0,3,1,0.0,2,21674.0
33.0,1,1,11.0,2,1,4,5.0,1,3.0,1,3.0,0,4,1,2.0,2,24840.0
29.0,1,1,13.0,3,1,3,4.0,0,3.0,1,7.0,0,5,1,0.0,1,17532.0
55.0,1,1,24.0,1,1,3,4.0,3,3.0,0,2.0,0,5,1,1.0,3,29417.0
32.0,0,1,22.0,3,2,4,4.0,0,3.0,1,3.0,0,4,1,1.0,1,21288.0
47.0,1,1,28.0,3,1,4,4.0,1,4.0,1,6.0,0,3,1,3.0,2,27604.0
33.0,1,1,11.0,2,2,2,4.0,3,3.0,1,5.0,0,3,1,1.0,3,22119.0
35.0,1,1,13.0,2,2,3,3.0,0,4.0,2,2.0,1,3,1,1.0,1,20363.0
54.0,1,3,14.0,3,1,4,5.0,3,3.0,0,2.0,1,2,0,1.0,3,29612.0
34.0,0,3,25.0,3,2,3,1.0,1,3.0,2,1.0,1,1,0,0.0,2,20304.0
35.0,0,3,24.0,2,2,3,3.0,3,5.0,0,2.0,0,4,1,0.0,3,24069.0
53.0,1,3,14.0,3,2,3,3.0,4,3.0,0,6.0,0,3,0,2.0,0,26836.0
43.0,1,3,7.0,2,2,2,4.0,1,3.0,1,3.0,0,3,1,1.0,2,23585.0
34.0,1,1,32.0,3,2,3,5.0,0,4.0,2,6.0,1,4,0,1.0,1,20991.0
31.0,0,3,26.0,3,1,2,3.0,1,3.0,1,2.0,0,1,1,1.0,2,21932.0
46.0,1,1,36.0,3,2,3,4.0,0,3.0,3,7.0,0,2,1,1.0,1,22130.0
30.0,0,1,11.0,3,1,2,3.0,0,4.0,2,1.0,0,3,0,0.0,1,17422.0
21.0,1,1,18.0,3,1,4,5.0,0,5.0,3,3.0,1,3,1,3.0,1,21278.0
58.0,1,1,11.0,1,1,2,4.0,3,4.0,1,3.0,1,5,1,1.0,3,25552.0
19.0,0,1,16.0,3,1,3,4.0,0,4.0,2,2.0,1,5,1,1.0,1,16859.0
33.0,0,3,23.0,2,2,2,3.0,4,3.0,2,2.0,0,3,1,0.0,0,32126.0
52.0,0,3,9.0,3,2,3,4.0,3,4.0,0,4.0,0,4,0,1.0,3,29274.0
38.0,1,1,23.0,2,1,3,4.0,3,3.0,0,1.0,0,2,0,2.0,3,23823.0
29.0,1,3,29.0,2,1,2,4.0,3,5.0,0,2.0,0,3,0,0.0,3,22336.0
34.0,0,3,7.0,2,1,3,3.0,1,5.0,0,4.0,0,3,1,1.0,2,24054.0
53.0,1,1,13.0,2,2,2,1.0,4,3.0,1,4.0,0,1,0,1.0,0,29814.0
45.0,0,1,9.0,3,2,3,4.0,3,3.0,2,7.0,1,1,0,2.0,3,28887.0
31.0,1,3,34.0,3,2,3,4.0,1,3.0,1,2.0,0,3,1,1.0,2,23982.0
31.0,0,1,10.0,3,1,4,4.0,0,3.0,1,3.0,0,3,1,2.0,1,20761.0
31.0,1,1,13.0,2,2,2,3.0,1,3.0,1,4.0,0,3,0,1.0,2,20915.0
33.0,1,1,6.0,2,2,3,3.0,0,3.0,2,2.0,1,3,1,0.0,1,17686.0
38.0,1,1,6.0,2,1,2,3.0,3,3.0,3,5.0,1,1,0,1.0,3,22861.0
37.0,1,1,15.0,1,1,3,4.0,3,3.0,1,3.0,0,4,1,2.0,3,28774.0
50.0,1,1,23.0,3,1,4,4.0,0,5.0,1,6.0,1,1,1,2.0,1,21265.0
44.0,1,1,13.0,3,1,2,4.0,3,3.0,1,4.0,0,4,0,0.0,3,25248.0
32.0,1,3,14.0,3,2,2,1.0,1,3.0,0,2.0,0,5,0,0.0,2,21209.0
35.0,0,1,24.0,1,2,3,5.0,0,3.0,1,2.0,1,5,1,2.0,1,27178.0
52.0,1,1,11.0,2,2,3,4.0,0,3.0,1,2.0,1,1,0,1.0,1,21139.0
38.0,0,3,11.0,3,2,3,4.0,0,3.0,1,6.0,0,4,1,1.0,1,21471.0
26.0,1,3,15.0,2,2,3,2.0,1,4.0,1,2.0,0,4,1,1.0,2,23529.0
47.0,0,3,9.0,3,1,2,3.0,4,3.0,1,1.0,1,5,1,1.0,0,28770.0
40.0,1,3,12.0,1,2,3,4.0,1,3.0,1,5.0,0,1,0,1.0,2,20764.0
43.0,1,1,31.0,3,2,3,4.0,3,5.0,1,3.0,1,1,1,1.0,3,26084.0
19.0,1,2,8.0,1,2,2,4.0,0,3.0,2,2.0,0,3,0,0.0,1,17564.0
22.0,1,1,25.0,2,1,4,4.0,0,3.0,3,3.0,0,3,1,3.0,1,21371.0
35.0,0,2,30.0,2,1,3,4.0,3,5.0,1,2.0,1,3,1,1.0,3,28628.0
32.0,1,1,18.0,3,2,4,4.0,1,5.0,0,3.0,1,2,0,3.0,2,25511.0
29.0,1,1,13.0,1,1,2,3.0,0,3.0,1,4.0,1,4,1,0.0,1,31124.0
36.0,1,1,13.0,2,2,3,6.0,1,3.0,3,3.0,0,5,1,1.0,2,25324.0
29.0,1,1,8.0,1,2,4,5.0,0,5.0,2,7.0,0,3,1,2.0,1,20758.0
59.0,1,2,12.0,3,2,2,3.0,0,3.0,1,1.0,0,4,0,0.0,1,17267.0
30.0,1,1,8.0,2,2,3,3.0,0,4.0,3,2.0,0,3,0,0.0,1,26916.0
46.0,1,1,9.0,2,1,3,5.0,1,3.0,1,3.0,0,4,1,2.0,2,24448.0
38.0,0,1,8.0,2,1,3,1.0,1,5.0,2,7.0,1,1,0,0.0,2,20980.0
35.0,1,1,34.0,3,1,4,4.0,0,4.0,2,4.0,0,3,1,1.0,1,20989.0
50.0,1,1,35.0,2,2,2,4.0,4,3.0,0,1.0,0,5,1,1.0,0,32046.0
41.0,1,3,8.0,2,1,3,3.0,4,5.0,1,1.0,0,5,1,2.0,0,31595.0
39.0,0,2,9.0,2,2,4,4.0,0,4.0,1,7.0,0,3,1,3.0,1,21270.0
35.0,0,3,11.0,3,1,4,4.0,1,3.0,0,2.0,0,2,1,1.0,2,25216.0
34.0,1,3,20.0,1,1,2,3.0,0,3.0,1,2.0,1,5,1,1.0,1,17579.0
24.0,1,1,29.0,3,2,2,1.0,0,3.0,1,2.0,1,4,0,0.0,1,17725.0
36.0,1,1,32.0,1,2,4,5.0,3,4.0,0,5.0,0,3,1,2.0,3,29581.0
32.0,1,1,6.0,2,2,3,3.0,1,4.0,1,2.0,0,3,1,0.0,2,21220.0
46.0,1,1,7.0,1,2,4,4.0,3,4.0,1,3.0,0,3,1,2.0,3,26119.0
28.0,1,1,15.0,3,1,4,4.0,0,3.0,3,3.0,0,4,1,3.0,1,22123.0
31.0,1,1,35.0,3,1,4,4.0,1,3.0,1,3.0,0,3,1,3.0,2,24453.0
43.0,1,1,9.0,2,2,4,5.0,1,3.0,3,5.0,0,1,1,1.0,2,25459.0
33.0,0,1,6.0,3,2,2,4.0,0,3.0,1,2.0,0,3,0,0.0,1,17008.0
27.0,1,3,17.0,3,1,3,1.0,0,3.0,0,1.0,0,3,1,1.0,1,17534.0
36.0,0,1,9.0,3,2,4,5.0,0,3.0,3,2.0,1,3,1,1.0,1,23608.0
28.0,1,1,6.0,2,1,3,5.0,0,4.0,2,1.0,1,2,1,0.0,1,17216.0
39.0,1,1,9.0,2,2,3,4.0,0,3.0,3,7.0,1,1,0,1.0,1,22622.0
36.0,1,1,7.0,2,1,3,2.0,0,3.0,2,5.0,0,3,0,1.0,1,21184.0
28.0,1,1,8.0,2,2,3,4.0,0,4.0,0,1.0,0,2,0,2.0,1,18201.0
36.0,1,1,7.0,2,1,4,6.0,0,3.0,1,3.0,0,3,0,2.0,1,21655.0
38.0,1,1,7.0,3,1,3,5.0,0,5.0,0,4.0,0,4,1,2.0,1,22598.0
32.0,1,3,9.0,2,2,3,4.0,0,3.0,1,2.0,0,4,1,1.0,1,21745.0
35.0,1,1,31.0,3,1,2,3.0,3,3.0,1,2.0,1,3,1,1.0,3,25388.0
36.0,1,1,16.0,2,1,4,5.0,3,3.0,1,3.0,1,4,1,3.0,3,29363.0
28.0,0,1,7.0,1,2,3,5.0,1,5.0,0,7.0,0,3,0,2.0,2,22976.0
44.0,1,3,34.0,3,1,2,1.0,4,3.0,0,4.0,1,2,1,1.0,0,28320.0
30.0,1,1,15.0,2,2,4,6.0,0,5.0,0,3.0,1,3,1,2.0,1,20797.0
48.0,0,3,30.0,2,2,3,5.0,0,3.0,2,2.0,1,1,1,2.0,1,17559.0
25.0,0,1,16.0,2,2,3,5.0,0,4.0,1,3.0,0,5,1,1.0,1,21372.0
33.0,0,3,17.0,3,2,4,4.0,1,3.0,3,2.0,0,3,1,2.0,2,23326.0
21.0,1,1,9.0,3,2,3,4.0,0,3.0,2,2.0,0,5,1,1.0,1,18230.0
36.0,0,1,24.0,2,2,3,3.0,1,3.0,3,3.0,0,3,0,1.0,2,22779.0
